county,year,crop,metric,value
Kisii,2022,beans,production_tons,21780.0
Kisii,2023,beans,area_ha,48336.0
Kisii,2023,beans,production_tons,24392.0
Kisii,2024,beans,area_ha,47996.0
Kisii,2024,beans,production_tons,30831.0
Kisumu,2019,beans,area_ha,26243.0
Kisumu,2019,beans,production_tons,19753.0
Kisumu,2020,beans,area_ha,22551.0
Kisumu,2020,beans,production_tons,14748.0
Kisumu,2021,beans,area_ha,25130.0
Kisumu,2021,beans,production_tons,10197.0
Kisumu,2022,beans,area_ha,26980.0
Kisumu,2022,beans,production_tons,10873.0
Kisumu,2023,beans,area_ha,30755.0
Kisumu,2023,beans,production_tons,23247.0
Kisumu,2024,beans,area_ha,22000.0
Kisumu,2024,beans,production_tons,9897.0
Kitui,2019,beans,area_ha,34938.0
Kitui,2019,beans,production_tons,33498.0
Kitui,2020,beans,area_ha,32298.0
Kitui,2020,beans,production_tons,16044.0
Kitui,2021,beans,area_ha,34320.0
Kitui,2021,beans,production_tons,6124.0
Kitui,2022,beans,area_ha,33539.0
Kitui,2022,beans,production_tons,10822.0
Kitui,2023,beans,area_ha,33024.0
Kitui,2023,beans,production_tons,10948.0
Kitui,2024,beans,area_ha,35549.0
Kitui,2024,beans,production_tons,8900.0
Kwale,2019,beans,area_ha,308.0
Kwale,2019,beans,production_tons,98.0
Kwale,2020,beans,area_ha,299.0
Kwale,2020,beans,production_tons,116.0
Kwale,2021,beans,area_ha,299.0
Kwale,2021,beans,production_tons,116.0
Kwale,2022,beans,area_ha,299.0
Kwale,2022,beans,production_tons,2914.0
Kwale,2023,beans,area_ha,324.0
Kwale,2023,beans,production_tons,227.0
Kwale,2024,beans,area_ha,158.0
Kwale,2024,beans,production_tons,47.0
Laikipia,2019,beans,area_ha,15962.0
Laikipia,2019,beans,production_tons,11698.0
Laikipia,2020,beans,area_ha,14535.0
Laikipia,2020,beans,production_tons,13331.0
Laikipia,2021,beans,area_ha,14935.0
Laikipia,2021,beans,production_tons,3620.0
Laikipia,2022,beans,area_ha,8802.0
Laikipia,2022,beans,production_tons,2913.0
Laikipia,2023,beans,area_ha,11975.0
Laikipia,2023,beans,production_tons,6252.0
Laikipia,2024,beans,area_ha,14265.0
Laikipia,2024,beans,production_tons,9557.0
Machakos,2019,beans,area_ha,64880.0
Machakos,2019,beans,production_tons,30123.0
Machakos,2020,beans,area_ha,73015.0
Machakos,2020,beans,production_tons,32341.0
Machakos,2021,beans,area_ha,78628.0
Machakos,2021,beans,production_tons,28874.0
Machakos,2022,beans,area_ha,89222.0
Machakos,2022,beans,production_tons,15346.0
Machakos,2023,beans,area_ha,89098.0
Machakos,2023,beans,production_tons,53826.0
Machakos,2024,beans,area_ha,86971.0
Machakos,2024,beans,production_tons,17988.0
Makueni,2019,beans,area_ha,38880.0
Makueni,2019,beans,production_tons,27575.0
Makueni,2020,beans,area_ha,38631.0
Makueni,2020,beans,production_tons,31218.0
Makueni,2021,beans,area_ha,40186.0
Makueni,2021,beans,production_tons,24519.0
Makueni,2022,beans,area_ha,49800.0
Makueni,2022,beans,production_tons,9960.0
Makueni,2023,beans,area_ha,52656.0
Makueni,2023,beans,production_tons,23552.0
Makueni,2024,beans,area_ha,55380.0
Makueni,2024,beans,production_tons,23921.0
Mandera,2020,beans,area_ha,0.0
Mandera,2020,beans,production_tons,0.0
Mandera,2021,beans,area_ha,0.0
Mandera,2021,beans,production_tons,0.0
Mandera,2022,beans,area_ha,0.0
Mandera,2022,beans,production_tons,0.0
Mandera,2023,beans,area_ha,19.0
Mandera,2023,beans,production_tons,11.0
Mandera,2024,beans,area_ha,25.0
Mandera,2024,beans,production_tons,18.0
Marsabit,2019,beans,area_ha,450.0
Marsabit,2019,beans,production_tons,155.0
Marsabit,2020,beans,area_ha,521.0
Marsabit,2020,beans,production_tons,173.0
Marsabit,2021,beans,area_ha,534.0
Marsabit,2021,beans,production_tons,200.0
Marsabit,2022,beans,area_ha,310.0
Marsabit,2022,beans,production_tons,3.0
Marsabit,2023,beans,area_ha,476.0
Marsabit,2023,beans,production_tons,226.0
Marsabit,2024,beans,area_ha,588.0
Marsabit,2024,beans,production_tons,160.0
Meru,2019,beans,area_ha,98235.0
Meru,2019,beans,production_tons,36025.0
Meru,2020,beans,area_ha,80783.0
Meru,2020,beans,production_tons,43593.0
Meru,2021,beans,area_ha,81119.0
Meru,2021,beans,production_tons,51184.0
Meru,2022,beans,area_ha,76210.0
Meru,2022,beans,production_tons,46847.0
Meru,2023,beans,area_ha,131624.0
Meru,2023,beans,production_tons,54244.0
Meru,2024,beans,area_ha,130331.0
Meru,2024,beans,production_tons,63226.0
Migori,2019,beans,area_ha,33575.0
Migori,2019,beans,production_tons,24198.0
Migori,2020,beans,area_ha,37995.0
Migori,2020,beans,production_tons,27609.0
Migori,2021,beans,area_ha,39279.0
Migori,2021,beans,production_tons,28679.0
Migori,2022,beans,area_ha,33548.0
Migori,2022,beans,production_tons,32630.0
Migori,2023,beans,area_ha,36199.0
Migori,2023,beans,production_tons,23267.0
Migori,2024,beans,area_ha,36133.0
Migori,2024,beans,production_tons,39157.0
Murang'a,2019,beans,area_ha,46997.0
Murang'a,2019,beans,production_tons,16606.0
Murang'a,2020,beans,area_ha,46011.0
Murang'a,2020,beans,production_tons,17417.0
Murang'a,2021,beans,area_ha,44757.0
Murang'a,2021,beans,production_tons,21268.0
Murang'a,2022,beans,area_ha,96203.0
Murang'a,2022,beans,production_tons,19967.0
Murang'a,2023,beans,area_ha,46051.0
Murang'a,2023,beans,production_tons,18186.0
Murang'a,2024,beans,area_ha,33643.0
Murang'a,2024,beans,production_tons,16382.0
Nairobi,2019,beans,area_ha,508.0
Nairobi,2019,beans,production_tons,281.0
Nairobi,2020,beans,area_ha,518.0
Nairobi,2020,beans,production_tons,331.0
Nairobi,2021,beans,area_ha,549.0
Nairobi,2021,beans,production_tons,288.0
Nairobi,2022,beans,area_ha,533.0
Nairobi,2022,beans,production_tons,232.0
Nairobi,2023,beans,area_ha,588.0
Nairobi,2023,beans,production_tons,227.0
Nairobi,2024,beans,area_ha,605.0
Nairobi,2024,beans,production_tons,287.0
Nakuru,2019,beans,area_ha,45977.0
Nakuru,2019,beans,production_tons,36575.0
Nakuru,2020,beans,area_ha,39555.0
Nakuru,2020,beans,production_tons,38884.0
Nakuru,2021,beans,area_ha,61027.0
Nakuru,2021,beans,production_tons,42274.0
Nakuru,2022,beans,area_ha,76260.0
Nakuru,2022,beans,production_tons,94741.0
Nakuru,2023,beans,area_ha,50835.0
Nakuru,2023,beans,production_tons,99926.0
Nakuru,2024,beans,area_ha,61416.0
Nakuru,2024,beans,production_tons,55497.0
Nandi,2019,beans,area_ha,32088.0
Nandi,2019,beans,production_tons,23179.0
Nandi,2020,beans,area_ha,25116.0
Nandi,2020,beans,production_tons,18295.0
Nandi,2021,beans,area_ha,19998.0
Nandi,2021,beans,production_tons,16327.0
Nandi,2022,beans,area_ha,32840.0
Nandi,2022,beans,production_tons,27519.0
Nandi,2023,beans,area_ha,30277.0
Nandi,2023,beans,production_tons,21830.0
Nandi,2024,beans,area_ha,23921.0
Nandi,2024,beans,production_tons,27541.0
Narok,2019,beans,area_ha,48121.0
Narok,2019,beans,production_tons,34728.0
Narok,2020,beans,area_ha,44951.0
Narok,2020,beans,production_tons,28789.0
Narok,2021,beans,area_ha,49599.0
Narok,2021,beans,production_tons,44947.0
Narok,2022,beans,area_ha,52813.0
Narok,2022,beans,production_tons,39352.0
Narok,2023,beans,area_ha,48245.0
Narok,2023,beans,production_tons,44773.0
Narok,2024,beans,area_ha,41586.0
Narok,2024,beans,production_tons,20699.0
Nyamira,2019,beans,area_ha,33090.0
Nyamira,2019,beans,production_tons,23150.0
Nyamira,2020,beans,area_ha,31830.0
Nyamira,2020,beans,production_tons,26574.0
Nyamira,2021,beans,area_ha,31435.0
Nyamira,2021,beans,production_tons,19219.0
Nyamira,2022,beans,area_ha,31182.0
Nyamira,2022,beans,production_tons,30168.0
Nyamira,2023,beans,area_ha,30021.0
Nyamira,2023,beans,production_tons,10684.0
Nyamira,2024,beans,area_ha,27157.0
Nyamira,2024,beans,production_tons,16391.0
Nyandarua,2019,beans,area_ha,6505.0
Nyandarua,2019,beans,production_tons,4174.0
Nyandarua,2020,beans,area_ha,8822.0
Nyandarua,2020,beans,production_tons,7188.0
Nyandarua,2021,beans,area_ha,7000.0
Nyandarua,2021,beans,production_tons,6035.0
Nyandarua,2022,beans,area_ha,1655.0
Nyandarua,2022,beans,production_tons,1337.0
Nyandarua,2023,beans,area_ha,5542.0
Nyandarua,2023,beans,production_tons,3183.0
Nyandarua,2024,beans,area_ha,6951.0
Nyandarua,2024,beans,production_tons,6138.0
Nyeri,2019,beans,area_ha,21675.0
Nyeri,2019,beans,production_tons,8950.0
Nyeri,2020,beans,area_ha,20525.0
Nyeri,2020,beans,production_tons,11214.0
Nyeri,2021,beans,area_ha,18773.0
Nyeri,2021,beans,production_tons,7889.0
Nyeri,2022,beans,area_ha,16994.0
Nyeri,2022,beans,production_tons,5378.0
Nyeri,2023,beans,area_ha,18340.0
Nyeri,2023,beans,production_tons,6464.0
Nyeri,2024,beans,area_ha,19883.0
Nyeri,2024,beans,production_tons,10148.0
Samburu,2019,beans,area_ha,4817.0
Samburu,2019,beans,production_tons,724.0
Samburu,2020,beans,area_ha,4854.0
Samburu,2020,beans,production_tons,842.0
Samburu,2021,beans,area_ha,3244.0
Samburu,2021,beans,production_tons,3636.0
Samburu,2022,beans,area_ha,5380.0
Samburu,2022,beans,production_tons,1735.0
Samburu,2023,beans,area_ha,4897.0
Samburu,2023,beans,production_tons,4615.0
Samburu,2024,beans,area_ha,5287.0
Samburu,2024,beans,production_tons,2619.0
Siaya,2019,beans,area_ha,33194.0
Siaya,2019,beans,production_tons,17197.0
Siaya,2020,beans,area_ha,31942.0
Siaya,2020,beans,production_tons,17286.0
Siaya,2021,beans,area_ha,39931.0
Siaya,2021,beans,production_tons,18900.0
Siaya,2022,beans,area_ha,35005.0
Siaya,2022,beans,production_tons,16747.0
Siaya,2023,beans,area_ha,36840.0
Siaya,2023,beans,production_tons,14100.0
Siaya,2024,beans,area_ha,37498.0
Siaya,2024,beans,production_tons,23852.0
Taita Taveta,2019,beans,area_ha,2600.0
Taita Taveta,2019,beans,production_tons,1383.0
Taita Taveta,2020,beans,area_ha,2687.0
Taita Taveta,2020,beans,production_tons,2224.0
Taita Taveta,2021,beans,area_ha,3481.0
Taita Taveta,2021,beans,production_tons,3542.0
Taita Taveta,2022,beans,area_ha,2942.0
Taita Taveta,2022,beans,production_tons,3036.0
Taita Taveta,2023,beans,area_ha,3837.0
Taita Taveta,2023,beans,production_tons,3332.0
Taita Taveta,2024,beans,area_ha,4436.0
Taita Taveta,2024,beans,production_tons,4119.0
Tana River,2019,beans,area_ha,52.0
Tana River,2019,beans,production_tons,45.0
Tana River,2020,beans,area_ha,3.0
Tana River,2020,beans,production_tons,3.0
Tana River,2021,beans,area_ha,3.0
Tana River,2021,beans,production_tons,3.0
Tana River,2022,beans,area_ha,3.0
Tana River,2022,beans,production_tons,2.0
Tana River,2023,beans,area_ha,4.0
Tana River,2023,beans,production_tons,2.0
Tana River,2024,beans,area_ha,31.0
Tana River,2024,beans,production_tons,7.0
Tharaka Nithi,2020,beans,area_ha,13684.0
Tharaka Nithi,2020,beans,production_tons,16621.0
Tharaka Nithi,2021,beans,area_ha,8905.0
Tharaka Nithi,2021,beans,production_tons,7047.0
Tharaka Nithi,2022,beans,area_ha,18675.0
Tharaka Nithi,2022,beans,production_tons,5563.0
Tharaka Nithi,2023,beans,area_ha,17232.0
Tharaka Nithi,2023,beans,production_tons,13895.0
Tharaka Nithi,2024,beans,area_ha,17489.0
Tharaka Nithi,2024,beans,production_tons,18882.0
Trans Nzoia,2019,beans,area_ha,62428.0
Trans Nzoia,2019,beans,production_tons,25202.0
Trans Nzoia,2020,beans,area_ha,54893.0
Trans Nzoia,2020,beans,production_tons,25061.0
Trans Nzoia,2021,beans,area_ha,52418.0
Trans Nzoia,2021,beans,production_tons,18924.0
Trans Nzoia,2022,beans,area_ha,57650.0
Trans Nzoia,2022,beans,production_tons,51734.0
Trans Nzoia,2023,beans,area_ha,61462.0
Trans Nzoia,2023,beans,production_tons,47842.0
Trans Nzoia,2024,beans,area_ha,54671.0
Trans Nzoia,2024,beans,production_tons,46875.0
Uasin Gishu,2019,beans,area_ha,14668.0
Uasin Gishu,2019,beans,production_tons,8127.0
Uasin Gishu,2020,beans,area_ha,18389.0
Uasin Gishu,2020,beans,production_tons,15023.0
Uasin Gishu,2021,beans,area_ha,19389.0
Uasin Gishu,2021,beans,production_tons,14127.0
Uasin Gishu,2022,beans,area_ha,17045.0
Uasin Gishu,2022,beans,production_tons,12600.0
Uasin Gishu,2023,beans,area_ha,22430.0
Uasin Gishu,2023,beans,production_tons,23560.0
Uasin Gishu,2024,beans,area_ha,21713.0
Uasin Gishu,2024,beans,production_tons,14680.0
Vihiga,2019,beans,area_ha,23680.0
Vihiga,2019,beans,production_tons,17605.0
Vihiga,2020,beans,area_ha,20260.0
Vihiga,2020,beans,production_tons,16657.0
Vihiga,2021,beans,area_ha,19378.0
Vihiga,2021,beans,production_tons,12457.0
Vihiga,2022,beans,area_ha,19378.0
Vihiga,2022,beans,production_tons,18308.0
Vihiga,2023,beans,area_ha,18918.0
Vihiga,2023,beans,production_tons,6172.0
Vihiga,2024,beans,area_ha,18853.0
Vihiga,2024,beans,production_tons,12915.0
Wajir,2020,beans,area_ha,3.0
Wajir,2020,beans,production_tons,2.0
Wajir,2021,beans,area_ha,3.0
Wajir,2021,beans,production_tons,1.0
Wajir,2022,beans,area_ha,3.0
Wajir,2022,beans,production_tons,0.0
Wajir,2023,beans,area_ha,46.0
Wajir,2023,beans,production_tons,60.0
Wajir,2024,beans,area_ha,44.0
Wajir,2024,beans,production_tons,41.0
West Pokot,2019,beans,area_ha,15696.0
West Pokot,2019,beans,production_tons,10992.0
West Pokot,2020,beans,area_ha,17261.0
West Pokot,2020,beans,production_tons,7644.0
West Pokot,2021,beans,area_ha,15900.0
West Pokot,2021,beans,production_tons,5333.0
West Pokot,2022,beans,area_ha,14843.0
West Pokot,2022,beans,production_tons,4295.0
West Pokot,2023,beans,area_ha,25166.0
West Pokot,2023,beans,production_tons,19962.0
West Pokot,2024,beans,area_ha,28943.0
West Pokot,2024,beans,production_tons,16528.0
Baringo,2019,green_grams,area_ha,684.0
Baringo,2019,green_grams,production_tons,494.0
Baringo,2020,green_grams,area_ha,1055.0
Baringo,2020,green_grams,production_tons,980.0
Baringo,2021,green_grams,area_ha,659.0
Baringo,2021,green_grams,production_tons,732.0
Baringo,2022,green_grams,area_ha,739.0
Baringo,2022,green_grams,production_tons,530.0
Baringo,2023,green_grams,area_ha,751.0
Baringo,2023,green_grams,production_tons,901.0
Baringo,2024,green_grams,area_ha,1647.0
Baringo,2024,green_grams,production_tons,1733.0
Bungoma,2019,green_grams,area_ha,222.0
Bungoma,2019,green_grams,production_tons,243.0
Bungoma,2020,green_grams,area_ha,349.0
Bungoma,2020,green_grams,production_tons,339.0
Bungoma,2021,green_grams,area_ha,250.0
Bungoma,2021,green_grams,production_tons,258.0
Bungoma,2022,green_grams,area_ha,165.0
Bungoma,2022,green_grams,production_tons,84.0
Bungoma,2023,green_grams,area_ha,237.0
Bungoma,2023,green_grams,production_tons,135.0
Bungoma,2024,green_grams,area_ha,171.0
Bungoma,2024,green_grams,production_tons,194.0
Busia,2019,green_grams,area_ha,245.0
Busia,2019,green_grams,production_tons,146.0
Busia,2020,green_grams,area_ha,228.0
Busia,2020,green_grams,production_tons,97.0
Busia,2021,green_grams,area_ha,209.0
Busia,2021,green_grams,production_tons,90.0
Busia,2022,green_grams,area_ha,219.0
Busia,2022,green_grams,production_tons,107.0
Busia,2023,green_grams,area_ha,225.0
Busia,2023,green_grams,production_tons,104.0
Busia,2024,green_grams,area_ha,234.0
Busia,2024,green_grams,production_tons,116.0
Elgeyo Marakwet,2020,green_grams,area_ha,743.0
Elgeyo Marakwet,2020,green_grams,production_tons,320.0
Elgeyo Marakwet,2021,green_grams,area_ha,644.0
Elgeyo Marakwet,2021,green_grams,production_tons,254.0
Elgeyo Marakwet,2022,green_grams,area_ha,581.0
Elgeyo Marakwet,2022,green_grams,production_tons,196.0
Elgeyo Marakwet,2023,green_grams,area_ha,703.0
Elgeyo Marakwet,2023,green_grams,production_tons,413.0
Elgeyo Marakwet,2024,green_grams,area_ha,258.0
Elgeyo Marakwet,2024,green_grams,production_tons,237.0
Embu,2019,green_grams,area_ha,12008.0
Embu,2019,green_grams,production_tons,5622.0
Embu,2020,green_grams,area_ha,12248.0
Embu,2020,green_grams,production_tons,7552.0
Embu,2021,green_grams,area_ha,11537.0
Embu,2021,green_grams,production_tons,4634.0
Embu,2022,green_grams,area_ha,11667.0
Embu,2022,green_grams,production_tons,4710.0
Embu,2023,green_grams,area_ha,12042.0
Embu,2023,green_grams,production_tons,6025.0
Embu,2024,green_grams,area_ha,12707.0
Embu,2024,green_grams,production_tons,5071.0
Garissa,2019,green_grams,area_ha,82.0
Garissa,2019,green_grams,production_tons,61.0
Garissa,2020,green_grams,area_ha,18.0
Garissa,2020,green_grams,production_tons,27.0
Garissa,2021,green_grams,area_ha,28.0
Garissa,2021,green_grams,production_tons,37.0
Garissa,2022,green_grams,area_ha,21.0
Garissa,2022,green_grams,production_tons,23.0
Garissa,2023,green_grams,area_ha,77.0
Garissa,2023,green_grams,production_tons,34.0
Garissa,2024,green_grams,area_ha,123.0
Garissa,2024,green_grams,production_tons,88.0
Homa Bay,2019,green_grams,area_ha,667.0
Homa Bay,2019,green_grams,production_tons,426.0
Homa Bay,2020,green_grams,area_ha,738.0
Homa Bay,2020,green_grams,production_tons,518.0
Homa Bay,2021,green_grams,area_ha,603.0
Homa Bay,2021,green_grams,production_tons,675.0
Homa Bay,2022,green_grams,area_ha,612.0
Homa Bay,2022,green_grams,production_tons,574.0
Homa Bay,2023,green_grams,area_ha,936.0
Homa Bay,2023,green_grams,production_tons,885.0
Homa Bay,2024,green_grams,area_ha,887.0
Homa Bay,2024,green_grams,production_tons,737.0
Isiolo,2019,green_grams,area_ha,115.0
Isiolo,2019,green_grams,production_tons,44.0
Isiolo,2020,green_grams,area_ha,16.0
Isiolo,2020,green_grams,production_tons,9.0
Isiolo,2021,green_grams,area_ha,44.0
Isiolo,2021,green_grams,production_tons,17.0
Isiolo,2022,green_grams,area_ha,22.0
Isiolo,2022,green_grams,production_tons,18.0
Isiolo,2023,green_grams,area_ha,47.0
Isiolo,2023,green_grams,production_tons,27.0
Isiolo,2024,green_grams,area_ha,28.0
Isiolo,2024,green_grams,production_tons,30.0
Kajiado,2019,green_grams,area_ha,134.0
Kajiado,2019,green_grams,production_tons,67.0
Kajiado,2020,green_grams,area_ha,39.0
Kajiado,2020,green_grams,production_tons,28.0
Kajiado,2021,green_grams,area_ha,20.0
Kajiado,2021,green_grams,production_tons,28.0
Kajiado,2022,green_grams,area_ha,38.0
Kajiado,2022,green_grams,production_tons,18.0
Kajiado,2023,green_grams,area_ha,87.0
Kajiado,2023,green_grams,production_tons,48.0
Kajiado,2024,green_grams,area_ha,93.0
Kajiado,2024,green_grams,production_tons,62.0
Kakamega,2019,green_grams,area_ha,2.0
Kakamega,2019,green_grams,production_tons,1.0
Kakamega,2020,green_grams,area_ha,4.0
Kakamega,2020,green_grams,production_tons,2.0
Kakamega,2021,green_grams,area_ha,69.0
Kakamega,2021,green_grams,production_tons,8.0
Kakamega,2022,green_grams,area_ha,110.0
Kakamega,2022,green_grams,production_tons,41.0
Kakamega,2023,green_grams,area_ha,30.0
Kakamega,2023,green_grams,production_tons,22.0
Kakamega,2024,green_grams,area_ha,81.0
Kakamega,2024,green_grams,production_tons,30.0
Kiambu,2019,green_grams,area_ha,22.0
Kiambu,2019,green_grams,production_tons,17.0
Kiambu,2020,green_grams,area_ha,16.0
Kiambu,2020,green_grams,production_tons,16.0
Kiambu,2021,green_grams,area_ha,16.0
Kiambu,2021,green_grams,production_tons,14.0
Kiambu,2022,green_grams,area_ha,16.0
Kiambu,2022,green_grams,production_tons,8.0
Kiambu,2023,green_grams,area_ha,20.0
Kiambu,2023,green_grams,production_tons,13.0
Kiambu,2024,green_grams,area_ha,16.0
Kiambu,2024,green_grams,production_tons,9.0
Kilifi,2019,green_grams,area_ha,5857.0
Kilifi,2019,green_grams,production_tons,2890.0
Kilifi,2020,green_grams,area_ha,7819.0
Kilifi,2020,green_grams,production_tons,2581.0
Kilifi,2021,green_grams,area_ha,9307.0
Kilifi,2021,green_grams,production_tons,1910.0
Kilifi,2022,green_grams,area_ha,8046.0
Kilifi,2022,green_grams,production_tons,2111.0
Kilifi,2023,green_grams,area_ha,9260.0
Kilifi,2023,green_grams,production_tons,2778.0
Kilifi,2024,green_grams,area_ha,3201.0
Kilifi,2024,green_grams,production_tons,1071.0
Kirinyaga,2019,green_grams,area_ha,281.0
Kirinyaga,2019,green_grams,production_tons,110.0
Kirinyaga,2020,green_grams,area_ha,202.0
Kirinyaga,2020,green_grams,production_tons,53.0
Kirinyaga,2021,green_grams,area_ha,162.0
Kirinyaga,2021,green_grams,production_tons,29.0
Kirinyaga,2022,green_grams,area_ha,121.0
Kirinyaga,2022,green_grams,production_tons,10.0
Kirinyaga,2023,green_grams,area_ha,210.0
Kirinyaga,2023,green_grams,production_tons,162.0
Kirinyaga,2024,green_grams,area_ha,117.0
Kirinyaga,2024,green_grams,production_tons,15.0
Kisumu,2019,green_grams,area_ha,4632.0
Kisumu,2019,green_grams,production_tons,2274.0
Kisumu,2020,green_grams,area_ha,3890.0
Kisumu,2020,green_grams,production_tons,2497.0
Kisumu,2021,green_grams,area_ha,3990.0
Kisumu,2021,green_grams,production_tons,1697.0
Kisumu,2022,green_grams,area_ha,4155.0
Kisumu,2022,green_grams,production_tons,2129.0
Kisumu,2023,green_grams,area_ha,4220.0
Kisumu,2023,green_grams,production_tons,2827.0
Kisumu,2024,green_grams,area_ha,4382.0
Kisumu,2024,green_grams,production_tons,2924.0
Kitui,2019,green_grams,area_ha,122902.0
Kitui,2019,green_grams,production_tons,86323.0
Kitui,2020,green_grams,area_ha,93851.0
Kitui,2020,green_grams,production_tons,87448.0
Kitui,2021,green_grams,area_ha,94415.0
Kitui,2021,green_grams,production_tons,31691.0
Kitui,2022,green_grams,area_ha,94836.0
Kitui,2022,green_grams,production_tons,43625.0
Kitui,2023,green_grams,area_ha,113479.0
Kitui,2023,green_grams,production_tons,79435.0
Kitui,2024,green_grams,area_ha,96623.0
Kitui,2024,green_grams,production_tons,25780.0
Kwale,2019,green_grams,area_ha,6525.0
Kwale,2019,green_grams,production_tons,1737.0
Kwale,2020,green_grams,area_ha,6777.0
Kwale,2020,green_grams,production_tons,2396.0
Kwale,2021,green_grams,area_ha,6028.0
Kwale,2021,green_grams,production_tons,3052.0
Kwale,2022,green_grams,area_ha,6472.0
Kwale,2022,green_grams,production_tons,3132.0
Kwale,2023,green_grams,area_ha,6539.0
Kwale,2023,green_grams,production_tons,3335.0
Kwale,2024,green_grams,area_ha,9668.0
Kwale,2024,green_grams,production_tons,5364.0
Lamu,2019,green_grams,area_ha,9760.0
Lamu,2019,green_grams,production_tons,9760.0
Lamu,2020,green_grams,area_ha,9383.0
Lamu,2020,green_grams,production_tons,7882.0
Lamu,2021,green_grams,area_ha,6450.0
Lamu,2021,green_grams,production_tons,2395.0
Lamu,2022,green_grams,area_ha,8796.0
Lamu,2022,green_grams,production_tons,7477.0
Lamu,2023,green_grams,area_ha,10555.0
Lamu,2023,green_grams,production_tons,10027.0
Lamu,2024,green_grams,area_ha,16150.0
Lamu,2024,green_grams,production_tons,14842.0
Machakos,2019,green_grams,area_ha,20597.0
Machakos,2019,green_grams,production_tons,8771.0
Machakos,2020,green_grams,area_ha,19612.0
Machakos,2020,green_grams,production_tons,10522.0
Machakos,2021,green_grams,area_ha,20245.0
Machakos,2021,green_grams,production_tons,9352.0
Machakos,2022,green_grams,area_ha,16571.0
Machakos,2022,green_grams,production_tons,8664.0
Machakos,2023,green_grams,area_ha,24280.0
Machakos,2023,green_grams,production_tons,11265.0
Machakos,2024,green_grams,area_ha,26674.0
Machakos,2024,green_grams,production_tons,7021.0
Makueni,2019,green_grams,area_ha,76436.0
Makueni,2019,green_grams,production_tons,50009.0
Makueni,2020,green_grams,area_ha,80286.0
Makueni,2020,green_grams,production_tons,58625.0
Makueni,2021,green_grams,area_ha,69955.0
Makueni,2021,green_grams,production_tons,42610.0
Makueni,2022,green_grams,area_ha,75559.0
Makueni,2022,green_grams,production_tons,26446.0
Makueni,2023,green_grams,area_ha,76212.0
Makueni,2023,green_grams,production_tons,39903.0
Makueni,2024,green_grams,area_ha,72720.0
Makueni,2024,green_grams,production_tons,26777.0
Mandera,2019,green_grams,area_ha,86.0
Mandera,2019,green_grams,production_tons,41.0
Mandera,2020,green_grams,area_ha,87.0
Mandera,2020,green_grams,production_tons,71.0
Mandera,2021,green_grams,area_ha,94.0
Mandera,2021,green_grams,production_tons,28.0
Mandera,2022,green_grams,area_ha,118.0
Mandera,2022,green_grams,production_tons,86.0
Mandera,2023,green_grams,area_ha,94.0
Mandera,2023,green_grams,production_tons,91.0
Mandera,2024,green_grams,area_ha,155.0
Mandera,2024,green_grams,production_tons,141.0
Marsabit,2019,green_grams,area_ha,95.0
Marsabit,2019,green_grams,production_tons,16.0
Marsabit,2020,green_grams,area_ha,77.0
Marsabit,2020,green_grams,production_tons,17.0
Marsabit,2021,green_grams,area_ha,91.0
Marsabit,2021,green_grams,production_tons,11.0
Marsabit,2022,green_grams,area_ha,91.0
Marsabit,2022,green_grams,production_tons,4.0
Marsabit,2023,green_grams,area_ha,146.0
Marsabit,2023,green_grams,production_tons,78.0
Marsabit,2024,green_grams,area_ha,182.0
Marsabit,2024,green_grams,production_tons,39.0
Meru,2019,green_grams,area_ha,5907.0
Meru,2019,green_grams,production_tons,2191.0
Meru,2020,green_grams,area_ha,7570.0
Meru,2020,green_grams,production_tons,6054.0
Meru,2021,green_grams,area_ha,8017.0
Meru,2021,green_grams,production_tons,4454.0
Meru,2022,green_grams,area_ha,5138.0
Meru,2022,green_grams,production_tons,4233.0
Meru,2023,green_grams,area_ha,13561.0
Meru,2023,green_grams,production_tons,7323.0
Meru,2024,green_grams,area_ha,13940.0
Meru,2024,green_grams,production_tons,7600.0
Migori,2019,green_grams,area_ha,1220.0
Migori,2019,green_grams,production_tons,893.0
Migori,2020,green_grams,area_ha,294.0
Migori,2020,green_grams,production_tons,199.0
Migori,2021,green_grams,area_ha,259.0
Migori,2021,green_grams,production_tons,130.0
Migori,2022,green_grams,area_ha,168.0
Migori,2022,green_grams,production_tons,130.0
Migori,2023,green_grams,area_ha,221.0
Migori,2023,green_grams,production_tons,213.0
Migori,2024,green_grams,area_ha,277.0
Migori,2024,green_grams,production_tons,236.0
Mombasa,2019,green_grams,area_ha,45.0
Mombasa,2019,green_grams,production_tons,24.0
Mombasa,2020,green_grams,area_ha,46.0
Mombasa,2020,green_grams,production_tons,33.0
Mombasa,2021,green_grams,area_ha,58.0
Mombasa,2021,green_grams,production_tons,7.0
Mombasa,2022,green_grams,area_ha,50.0
Mombasa,2022,green_grams,production_tons,10.0
Mombasa,2023,green_grams,area_ha,57.0
Mombasa,2023,green_grams,production_tons,39.0
Mombasa,2024,green_grams,area_ha,53.0
Mombasa,2024,green_grams,production_tons,33.0
Murang'a,2019,green_grams,area_ha,166.0
Murang'a,2019,green_grams,production_tons,64.0
Murang'a,2020,green_grams,area_ha,164.0
Murang'a,2020,green_grams,production_tons,92.0
Murang'a,2021,green_grams,area_ha,177.0
Murang'a,2021,green_grams,production_tons,113.0
